Duration "Trip Route" Passholder Sample1 Sample2
7 "One Way" "Annual Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
6 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
8 "One Way" Walk-up "" ""
16 "One Way" "Monthly Pass" "" ""
21 "One Way" "Monthly Pass" "" ""
21 "Round Trip" Walk-up "" ""
11 "One Way" "Monthly Pass" "" ""
6 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
90 "Round Trip" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
21 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
19 "One Way" "Monthly Pass" "" ""
47 "Round Trip" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
20 "One Way" "Monthly Pass" "" ""
25 "One Way" "Monthly Pass" "" ""
46 "Round Trip" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
19 "One Way" "Monthly Pass" "" ""
16 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
68 "One Way" Walk-up "" ""
12 "One Way" "Monthly Pass" "" ""
20 "One Way" "Monthly Pass" "" ""
67 "One Way" Walk-up "" ""
15 "One Way" "Monthly Pass" "" ""
41 "One Way" Walk-up "" ""
39 "Round Trip" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
20 "One Way" "Monthly Pass" "" ""
41 "One Way" Walk-up "" ""
38 "Round Trip" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
7 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
6 "One Way" Walk-up "" ""
27 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
6 "Round Trip" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
17 "One Way" "Flex Pass" "" ""
36 "One Way" Walk-up "" ""
15 "One Way" "Monthly Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
18 "One Way" Walk-up "" ""
55 "One Way" "Monthly Pass" "" ""
19 "One Way" "Monthly Pass" "" ""
65 "One Way" Walk-up "" ""
16 "One Way" "Monthly Pass" "" ""
64 "One Way" Walk-up "" ""
19 "One Way" "Monthly Pass" "" ""
28 "One Way" "Monthly Pass" "" ""
28 "One Way" "Monthly Pass" "" ""
28 "One Way" "Monthly Pass" "" ""
10 "One Way" Walk-up "" ""
13 "One Way" "Monthly Pass" "" ""
26 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
14 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
25 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
3 "One Way" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
12 "One Way" Walk-up "" ""
27 "One Way" "Monthly Pass" "" ""
27 "One Way" "Monthly Pass" "" ""
27 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
26 "One Way" "Monthly Pass" "" ""
25 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
76 "Round Trip" "Monthly Pass" "" ""
36 "One Way" "Monthly Pass" "" ""
2 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
47 "One Way" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
23 "One Way" "Monthly Pass" "" ""
26 "One Way" "Monthly Pass" "" ""
93 "Round Trip" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
8 "One Way" "One Day Pass" "" ""
21 "One Way" Walk-up "" ""
734 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
20 "One Way" "Monthly Pass" "" ""
25 "One Way" Walk-up "" ""
19 "One Way" "Monthly Pass" "" ""
20 "One Way" "Monthly Pass" "" ""
23 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
20 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
14 "One Way" "Monthly Pass" "" ""
19 "Round Trip" "Monthly Pass" "" ""
19 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
13 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
14 "One Way" "Monthly Pass" "" ""
346 "One Way" "Monthly Pass" "" ""
281 "Round Trip" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
4 "One Way" Walk-up "" ""
20 "One Way" "Monthly Pass" "" ""
23 "One Way" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
12 "One Way" Walk-up "" ""
11 "One Way" Walk-up "" ""
11 "One Way" Walk-up "" ""
19 "One Way" Walk-up "" ""
27 "One Way" "Monthly Pass" "" ""
27 "Round Trip" Walk-up "" ""
34 "Round Trip" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
12 "One Way" Walk-up "" ""
27 "Round Trip" Walk-up "" ""
27 "Round Trip" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
1 "Round Trip" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
19 "One Way" "Monthly Pass" "" ""
17 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
16 "One Way" "Monthly Pass" "" ""
21 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
16 "One Way" "Monthly Pass" "" ""
22 "One Way" "Monthly Pass" "" ""
11 "One Way" Walk-up "" ""
9 "One Way" Walk-up "" ""
22 "One Way" Walk-up "" ""
22 "One Way" "Monthly Pass" "" ""
11 "One Way" Walk-up "" ""
10 "One Way" Walk-up "" ""
9 "One Way" Walk-up "" ""
18 "One Way" Walk-up "" ""
11 "One Way" "Monthly Pass" "" ""
7 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
18 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
44 "One Way" Walk-up "" ""
8 "One Way" Walk-up "" ""
21 "One Way" "Monthly Pass" "" ""
43 "One Way" Walk-up "" ""
16 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
14 "One Way" "Monthly Pass" "" ""
135 "Round Trip" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
134 "Round Trip" Walk-up "" ""
3 "Round Trip" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
7 "One Way" "One Day Pass" "" ""
39 "One Way" "Monthly Pass" "" ""
6 "One Way" "One Day Pass" "" ""
10 "Round Trip" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
1440 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
40 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
11 "One Way" Walk-up "" ""
22 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
10 "One Way" Walk-up "" ""
14 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
4 "One Way" Walk-up "" ""
1 "Round Trip" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
26 "One Way" "Monthly Pass" "" ""
13 "Round Trip" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
5 "One Way" Walk-up "" ""
31 "One Way" Walk-up "" ""
72 "Round Trip" Walk-up "" ""
18 "One Way" Walk-up "" ""
70 "Round Trip" Walk-up "" ""
45 "Round Trip" Walk-up "" ""
14 "One Way" Walk-up "" ""
17 "One Way" "Monthly Pass" "" ""
17 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
18 "One Way" "Monthly Pass" "" ""
18 "One Way" Walk-up "" ""
12 "One Way" "Monthly Pass" "" ""
17 "One Way" "Monthly Pass" "" ""
17 "One Way" Walk-up "" ""
48 "Round Trip" Walk-up "" ""
2 "One Way" "Monthly Pass" "" ""
6 "One Way" Walk-up "" ""
14 "One Way" "Monthly Pass" "" ""
45 "Round Trip" Walk-up "" ""
20 "One Way" Walk-up "" ""
15 "One Way" "Monthly Pass" "" ""
21 "One Way" "Monthly Pass" "" ""
606 "One Way" "Monthly Pass" "" ""
612 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
20 "One Way" "Monthly Pass" "" ""
13 "Round Trip" "Monthly Pass" "" ""
1 "Round Trip" "Monthly Pass" "" ""
18 "One Way" "Monthly Pass" "" ""
5 "One Way" Walk-up "" ""
12 "One Way" "Monthly Pass" "" ""
11 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
23 "One Way" Walk-up "" ""
28 "Round Trip" Walk-up "" ""
9 "One Way" Walk-up "" ""
11 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
8 "One Way" Walk-up "" ""
28 "One Way" "Monthly Pass" "" ""
731 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
8 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
18 "One Way" "Monthly Pass" "" ""
17 "One Way" "Monthly Pass" "" ""
8 "One Way" Walk-up "" ""
13 "Round Trip" "Monthly Pass" "" ""
26 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
14 "One Way" "Monthly Pass" "" ""
26 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
18 "One Way" "Monthly Pass" "" ""
30 "One Way" "Monthly Pass" "" ""
2 "Round Trip" "Monthly Pass" "" ""
17 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
13 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
16 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
14 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
19 "One Way" "Monthly Pass" "" ""
19 "One Way" "Monthly Pass" "" ""
19 "One Way" "Monthly Pass" "" ""
19 "One Way" "Monthly Pass" "" ""
19 "One Way" "Monthly Pass" "" ""
73 "Round Trip" "Monthly Pass" "" ""
74 "One Way" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
74 "One Way" Walk-up "" ""
71 "One Way" Walk-up "" ""
17 "Round Trip" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
18 "One Way" "Monthly Pass" "" ""
17 "One Way" "Monthly Pass" "" ""
60 "One Way" Walk-up "" ""
57 "One Way" Walk-up "" ""
27 "One Way" "Monthly Pass" "" ""
19 "One Way" "Monthly Pass" "" ""
3 "Round Trip" "Monthly Pass" "" ""
58 "One Way" Walk-up "" ""
21 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
21 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
17 "One Way" "Monthly Pass" "" ""
23 "One Way" Walk-up "" ""
17 "One Way" "Monthly Pass" "" ""
8 "Round Trip" "Monthly Pass" "" ""
8 "Round Trip" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
3 "One Way" Walk-up "" ""
14 "One Way" "Monthly Pass" "" ""
17 "One Way" Walk-up "" ""
16 "One Way" Walk-up "" ""
17 "One Way" "Monthly Pass" "" ""
28 "One Way" "Monthly Pass" "" ""
17 "One Way" "Monthly Pass" "" ""
2 "Round Trip" "Monthly Pass" "" ""
18 "One Way" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
10 "Round Trip" "Monthly Pass" "" ""
23 "One Way" "Monthly Pass" "" ""
22 "One Way" "Monthly Pass" "" ""
21 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
23 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
26 "One Way" Walk-up "" ""
27 "One Way" Walk-up "" ""
25 "One Way" Walk-up "" ""
5 "One Way" Walk-up "" ""
15 "One Way" "Monthly Pass" "" ""
105 "Round Trip" Walk-up "" ""
104 "Round Trip" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
16 "Round Trip" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
5 "One Way" Walk-up "" ""
30 "One Way" Walk-up "" ""
12 "One Way" "Monthly Pass" "" ""
29 "One Way" Walk-up "" ""
27 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
7 "One Way" Walk-up "" ""
17 "Round Trip" "Monthly Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
16 "One Way" Walk-up "" ""
14 "One Way" "Monthly Pass" "" ""
17 "One Way" Walk-up "" ""
15 "One Way" Walk-up "" ""
15 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
32 "One Way" "Monthly Pass" "" ""
4 "One Way" Walk-up "" ""
28 "One Way" "Monthly Pass" "" ""
5 "One Way" Walk-up "" ""
5 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
32 "Round Trip" "Monthly Pass" "" ""
29 "Round Trip" Walk-up "" ""
51 "Round Trip" Walk-up "" ""
27 "Round Trip" Walk-up "" ""
14 "One Way" Walk-up "" ""
13 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
5 "One Way" Walk-up "" ""
9 "One Way" Walk-up "" ""
37 "Round Trip" Walk-up "" ""
23 "Round Trip" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
81 "Round Trip" Walk-up "" ""
2 "One Way" "Monthly Pass" "" ""
8 "One Way" Walk-up "" ""
11 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
29 "Round Trip" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
92 "Round Trip" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
8 "One Way" Walk-up "" ""
10 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
17 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
17 "Round Trip" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
1034 "Round Trip" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
6 "One Way" Walk-up "" ""
4 "One Way" "Flex Pass" "" ""
5 "One Way" Walk-up "" ""
5 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
51 "Round Trip" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
14 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
10 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
17 "One Way" "Monthly Pass" "" ""
17 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
1 "One Way" "Monthly Pass" "" ""
7 "One Way" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
33 "Round Trip" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
5 "One Way" Walk-up "" ""
24 "One Way" "One Day Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
14 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
40 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
7 "One Way" Walk-up "" ""
12 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
13 "One Way" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
7 "One Way" Walk-up "" ""
15 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
18 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
26 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
2 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
14 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
11 "One Way" Walk-up "" ""
18 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
20 "One Way" "Monthly Pass" "" ""
20 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
1 "Round Trip" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
34 "Round Trip" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
7 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
9 "One Way" Walk-up "" ""
15 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
29 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
2 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
24 "One Way" Walk-up "" ""
29 "One Way" "Monthly Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
28 "One Way" Walk-up "" ""
10 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
8 "One Way" Walk-up "" ""
17 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
18 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
16 "One Way" "Monthly Pass" "" ""
206 "One Way" "Monthly Pass" "" ""
10 "One Way" "Annual Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
14 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
22 "One Way" "Monthly Pass" "" ""
2 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
18 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
8 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
28 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
4 "One Way" "Flex Pass" "" ""
11 "One Way" Walk-up "" ""
10 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
5 "One Way" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
57 "Round Trip" Walk-up "" ""
251 "One Way" Walk-up "" ""
12 "One Way" Walk-up "" ""
17 "One Way" "Monthly Pass" "" ""
58 "Round Trip" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
28 "One Way" "Monthly Pass" "" ""
3 "One Way" Walk-up "" ""
13 "One Way" "Monthly Pass" "" ""
13 "One Way" Walk-up "" ""
393 "Round Trip" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
30 "Round Trip" Walk-up "" ""
24 "One Way" Walk-up "" ""
11 "One Way" "Monthly Pass" "" ""
23 "One Way" Walk-up "" ""
15 "One Way" Walk-up "" ""
26 "One Way" "Monthly Pass" "" ""
25 "Round Trip" "Monthly Pass" "" ""
61 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
20 "One Way" "Monthly Pass" "" ""
20 "Round Trip" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
3 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
36 "Round Trip" Walk-up "" ""
35 "Round Trip" Walk-up "" ""
35 "Round Trip" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
23 "One Way" "Monthly Pass" "" ""
25 "One Way" "Monthly Pass" "" ""
38 "One Way" Walk-up "" ""
36 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
43 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
7 "One Way" Walk-up "" ""
11 "One Way" "Monthly Pass" "" ""
41 "One Way" Walk-up "" ""
7 "One Way" "One Day Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
49 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
18 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
10 "One Way" Walk-up "" ""
19 "One Way" "Monthly Pass" "" ""
18 "One Way" "Monthly Pass" "" ""
23 "One Way" Walk-up "" ""
16 "One Way" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
16 "One Way" "Monthly Pass" "" ""
1 "Round Trip" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
68 "One Way" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
67 "One Way" Walk-up "" ""
211 "Round Trip" Walk-up "" ""
210 "Round Trip" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
18 "One Way" "Monthly Pass" "" ""
104 "Round Trip" Walk-up "" ""
103 "Round Trip" Walk-up "" ""
15 "One Way" Walk-up "" ""
20 "Round Trip" "Monthly Pass" "" ""
112 "Round Trip" Walk-up "" ""
112 "Round Trip" Walk-up "" ""
8 "One Way" "Flex Pass" "" ""
4 "One Way" Walk-up "" ""
2 "Round Trip" "Monthly Pass" "" ""
17 "One Way" "Monthly Pass" "" ""
17 "One Way" "Monthly Pass" "" ""
18 "One Way" "Monthly Pass" "" ""
18 "One Way" "Monthly Pass" "" ""
18 "One Way" "Monthly Pass" "" ""
19 "One Way" "Monthly Pass" "" ""
18 "One Way" "Monthly Pass" "" ""
18 "One Way" "Monthly Pass" "" ""
16 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
26 "Round Trip" "Monthly Pass" "" ""
20 "One Way" "Monthly Pass" "" ""
42 "Round Trip" Walk-up "" ""
41 "Round Trip" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
20 "One Way" Walk-up "" ""
40 "Round Trip" Walk-up "" ""
5 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
12 "One Way" Walk-up "" ""
24 "One Way" "Monthly Pass" "" ""
310 "Round Trip" Walk-up "" ""
132 "Round Trip" Walk-up "" ""
299 "One Way" Walk-up "" ""
9 "One Way" Walk-up "" ""
131 "Round Trip" Walk-up "" ""
308 "Round Trip" Walk-up "" ""
296 "One Way" Walk-up "" ""
4 "One Way" Walk-up "" ""
