Rank "School" "ROI" "Cost" "GradRate" "Years" "Loan"
1723 "Alcorn State University(Out-of-State)" 16000 87100 31 5 25600
1725 "Life Pacific College(Private)" 15900 102000 50 4 24500
1726 "Mercyhurst University(Private)" 14800 189000 67 4 34700
1727 "Cheyney University of Pennsylvania(In-State)" 14300 100000 16 5 26900
1728 "Lyndon State College(Out-of-State)" 13700 136000 38 5 32900
1729 "Black Hills State University(Out-of-State)" 13600 87400 39 5 27500
1730 "Lancaster Bible College(Private)" 13000 126000 62 4 31500
1731 "Marygrove College(Private)" 12600 124000 24 5 32900
1731 "SUNY College at Potsdam(Out-of-State)" 12600 128000 52 4 26100
1733 "University of North Carolina at Asheville(Out-of-State)" 12500 139000 62 5 22700
1734 "Art Academy of Cincinnati(Private)" 11700 158000 52 4 22300
1734 "Colby-Sawyer College(Private)" 11700 217000 59 4 33400
1736 "University of North Carolina at Pembroke(Out-of-State)" 11000 114000 36 5 22200
1737 "Newberry College(Private)" 10900 161000 44 5 26800
1738 "New Orleans Baptist Theological Seminary(Private)" 10800 59500 65 5 N/A
1739 "Mississippi University for Women(Out-of-State)" 9800 111000 46 5 22100
1740 "East Texas Baptist University(Private)" 9500 140000 38 4 28300
1741 "Alabama State University(Out-of-State)" 9100 103000 22 5 26500
1742 "Marywood University(Private)" 8900 193000 66 4 37100
1743 "Hampshire College(Private)" 8300 251000 65 4 25500
1744 "Central State University(In-State)" 7900 73500 26 5 26800
1745 "Ripon College(Private)" 7500 183000 68 4 33300
1746 "Morehead State University(Out-of-State)" 5300 119000 45 5 23500
1747 "Johnson C Smith University(Private)" 3100 129000 51 4 27400
1748 "Wiley College(Private)" 2700 89000 19 6 32300
1749 "Kentucky Christian University(Private)" 2300 124000 29 4 24200
1750 "Castleton University(Out-of-State)" 1500 151000 48 4 37900
1751 "Western New Mexico University(Out-of-State)" 1200 117000 20 5 26900
1752 "Chatham University(Private)" -$200 192000 52 4 29800
1752 "University of Rio Grande(Private)" -$200 150000 36 "" 24400
1754 "Hannibal-LaGrange University(Private)" -$1,000 126000 51 5 30400
1754 "Manchester University(Private)" -$1,000 166000 57 4 29100
1756 "University of the Cumberlands(Private)" -$1,200 141000 43 4 23000
1757 "Philander Smith College(Private)" -$2,100 102000 40 5 26400
1758 "Savannah State University(Out-of-State)" -$2,500 107000 27 5 27200
1759 "Ferrum College(Private)" -$3,400 172000 30 5 30300
1760 "Bay Path University(Private)" -$4,300 186000 61 4 32100
1761 "Asbury University(Private)" -$4,400 150000 64 4 41400
1762 "Nazareth College(Private)" -$5,200 185000 69 4 38800
1763 "Maranatha Baptist University(Private)" -$5,400 101000 52 5 25700
1764 "Cheyney University of Pennsylvania(Out-of-State)" -$5,700 120000 16 5 26900
1765 "Buena Vista University(Private)" -$6,300 171000 53 4 34100
1766 "Schreiner University(Private)" -$7,600 146000 45 4 38200
1766 "The University of Virginia's College at Wise(Out-of-State)" -$7,600 155000 44 5 26100
1768 "William Woods University(Private)" -$7,900 147000 54 4 34600
1769 "Wells College(Private)" -$9,300 207000 53 4 31300
1770 "Johnson State College(Out-of-State)" -$9,500 140000 35 5 29800
1771 "University of Maine at Presque Isle(In-State)" -$11,400 74300 38 5 19200
1772 "Prescott College(Private)" -$11,900 161000 31 4 34300
1773 "Jackson State University(Out-of-State)" -$12,300 126000 38 5 26800
1774 "University of Pittsburgh-Bradford(In-State)" -$14,000 104000 50 5 30500
1775 "Kansas City Art Institute(Private)" -$15,300 207000 58 4 31800
1776 "Warren Wilson College(Private)" -$15,400 184000 51 4 24300
1777 "The University of the Arts(Private)" -$15,500 237000 62 4 40800
1778 "Fayetteville State University(Out-of-State)" -$16,100 105000 32 5 21300
1779 "Anderson University (South Carolina)(Private)" -$16,600 155000 53 4 19000
1780 "Huntington University(Private)" -$16,700 146000 65 4 36500
1781 "Central State University(Out-of-State)" -$16,800 98200 26 5 26800
1782 "Albany State University(Out-of-State)" -$16,900 118000 31 5 24700
1783 "Seton Hill University(Private)" -$17,400 185000 56 4 37000
1784 "Fort Valley State University(In-State)" -$17,600 81500 25 5 26900
1785 "Concordia University-Ann Arbor(Private)" -$17,800 156000 40 5 32400
1786 "Briar Cliff University(Private)" -$19,800 161000 44 4 30600
1787 "University of Montevallo(In-State)" -$20,200 99200 50 5 25500
1788 "College of the Ozarks(Private)" -$20,600 113000 69 4 N/A
1789 "Agnes Scott College(Private)" -$21,600 199000 70 4 29600
1790 "Elizabeth City State University(Out-of-State)" -$21,900 102000 37 5 21800
1790 "Meredith College(Private)" -$21,900 181000 61 4 31700
1792 "Wesleyan College(Private)" -$22,700 132000 58 4 32600
1793 "University of Maine at Machias(In-State)" -$23,300 76500 29 5 21800
1794 "Bennett College(Private)" -$23,400 128000 42 5 30100
1795 "Mars Hill University(Private)" -$24,400 160000 34 4 25200
1796 "Oakwood University(Private)" -$25,000 144000 47 5 35200
1797 "Blackburn College(Private)" -$25,600 114000 42 4 21200
1798 "Hilbert College(Private)" -$27,000 125000 43 4 32600
1799 "The University of Montana-Western(In-State)" -$27,200 64800 46 5 27600
1800 "Mount Ida College(Private)" -$27,400 189000 43 4 38600
1801 "University of South Carolina-Aiken(In-State)" -$28,100 92000 42 5 24700
1802 "Hollins University(Private)" -$28,800 201000 53 4 31400
1803 "University of Science and Arts of Oklahoma(In-State)" -$30,900 65000 39 4 21500
1804 "Bennington College(Private)" -$31,000 260000 70 4 24900
1805 "Dakota Wesleyan University(Private)" -$31,500 141000 48 5 31700
1806 "University of Maine at Presque Isle(Out-of-State)" -$31,600 94400 38 5 19200
1807 "Harris-Stowe State University(In-State)" -$33,100 77400 6 6 27200
1808 "Missouri Valley College(Private)" -$36,300 123000 28 5 25600
1809 "Adrian College(Private)" -$37,600 187000 53 4 31800
1810 "Trinity Bible College(Private)" -$40,100 105000 36 5 37900
1811 "Northland College(Private)" -$41,200 174000 50 4 30100
1812 "Alice Lloyd College(Private)" -$42,500 92900 31 4 17000
1813 "Green Mountain College(Private)" -$42,900 190000 49 4 27700
1814 "The Southern Baptist Theological Seminary(Private)" -$43,300 103000 33 5 47400
1815 "Moore College of Art and Design(Private)" -$43,800 216000 57 4 35500
1816 "Keystone College(Private)" -$44,000 152000 42 4 31000
1817 "Columbia College (South Carolina)(Private)" -$44,300 163000 50 4 23700
1818 "North Central University(Private)" -$46,200 127000 48 4 28600
1819 "Texas College(Private)" -$46,900 84000 18 5 22300
1820 "Aquinas College (Michigan)(Private)" -$49,500 158000 53 5 28000
1821 "Chowan University(Private)" -$51,500 136000 23 5 42800
1822 "Harris-Stowe State University(Out-of-State)" -$51,700 95900 6 6 27200
1822 "Salem College(Private)" -$51,700 173000 57 4 23100
1824 "Lane College(Private)" -$51,900 79800 20 4 9100
1825 "Fort Valley State University(Out-of-State)" -$52,600 116000 25 5 26900
1826 "Berea College(Private)" -$53,600 135000 63 4 9600
1827 "Coker College(Private)" -$54,400 147000 48 4 27800
1828 "Summit University of Pennsylvania(Private)" -$54,500 121000 55 4 28700
1829 "Tougaloo College(Private)" -$54,900 83900 42 5 23800
1830 "Lees-McRae College(Private)" -$56,400 163000 38 4 30800
1831 "University of Pittsburgh-Bradford(Out-of-State)" -$57,300 147000 50 5 30500
1832 "University of Pikeville(Private)" -$57,600 141000 27 5 29300
1833 "Livingstone College(Private)" -$58,300 107000 25 5 28900
1834 "Saint Mary-of-the-Woods College(Private)" -$58,500 174000 45 4 38500
1835 "Baptist Bible College(Private)" -$59,200 78400 27 4 31400
1836 "Converse College(Private)" -$61,200 137000 55 4 21100
1837 "Toccoa Falls College(Private)" -$61,300 134000 49 4 23100
1838 "Bethany College (Kansas)(Private)" -$61,800 154000 42 4 29300
1839 "North Greenville University(Private)" -$62,100 127000 57 4 24400
1840 "University of Valley Forge(Private)" -$62,400 129000 39 4 37200
1841 "The Baptist College of Florida(Private)" -$63,400 68500 53 5 25400
1842 "Florida Memorial University(Private)" -$64,000 109000 38 6 30200
1843 "University of Montevallo(Out-of-State)" -$64,100 143000 50 5 25500
1844 "University of Science and Arts of Oklahoma(Out-of-State)" -$65,500 99700 39 4 21500
1845 "Davis & Elkins College(Private)" -$66,000 160000 44 4 26600
1845 "University of South Carolina-Aiken(Out-of-State)" -$66,000 130000 42 5 24700
1847 "Emmanuel College (Georgia)(Private)" -$70,600 112000 28 5 22100
1848 "University of Maine at Machias(Out-of-State)" -$70,700 124000 29 5 21800
1849 "The University of Montana-Western(Out-of-State)" -$71,400 109000 46 5 27600
1850 "Campbellsville University(Private)" -$76,800 143000 36 4 21700
1851 "Saint Augustine's University(Private)" -$77,700 129000 23 4 44400
1852 "Stillman College(Private)" -$80,400 98700 18 5 15200
1853 "Ozark Christian College(Private)" -$81,100 80400 40 5 20500
1854 "Unity College(Private)" -$82,100 151000 58 4 38000
1855 "Paul Smiths College of Arts and Science(Private)" -$84,900 169000 45 4 35800
1856 "Wilson College(Private)" -$86,700 156000 59 5 35800
1857 "Faith Baptist Bible College and Theological Seminary(Private)" -$87,300 109000 63 5 20700
1858 "Emory & Henry College(Private)" -$91,300 179000 51 4 27600
1859 "Brewton-Parker College(Private)" -$92,200 113000 23 4 18500
1860 "Shaw University(Private)" -$93,600 118000 19 5 28100
1861 "Paine College(Private)" -$94,700 97500 20 5 37500
1862 "Rust College(Private)" -$97,100 63400 33 4 22500
1863 "Johnson University(Private)" -$97,900 89800 56 4 24800
1864 "Cazenovia College(Private)" -$98,600 184000 43 4 27900
1865 "St Andrews University(Private)" -$98,800 167000 36 4 23800
1866 "Benedict College(Private)" -$105,600 124000 22 5 47300
1867 "Morris College(Private)" -$106,800 92200 22 5 26000
1868 "Montserrat College of Art(Private)" -$107,400 169000 56 4 39300
1869 "Columbia International University(Private)" -$115,700 133000 74 4 21600
1870 "Martin Luther College(Private)" -$123,200 93300 73 5 27000
1871 "Claflin University(Private)" -$133,900 128000 56 4 28400
1872 "Wheelock College(Private)" -$140,700 201000 61 4 38300
1873 "Voorhees College(Private)" -$153,400 97000 26 5 22800
1874 "Talladega College(Private)" -$156,900 88200 43 4 23500
1875 "Lindsey Wilson College(Private)" -$160,800 152000 34 5 21000
1876 "Maine College of Art(Private)" -$163,600 184000 57 4 39900
1877 "Miles College(Private)" -$164,600 90200 17 4 26000
1878 "Mississippi Valley State University(In-State)" -$174,800 75700 31 5 28200
1878 "Mississippi Valley State University(Out-of-State)" -$174,800 75700 31 5 28200
- "Indiana University-East(In-State)" N/A N/A 33 5 20000
- "Indiana University-East(Out-of-State)" N/A N/A 33 5 20000
- "Martin University(Private)" N/A N/A 5 6 32900
- "Purdue University-North Central Campus(In-State)" N/A N/A 23 5 18700
- "Purdue University-North Central Campus(Out-of-State)" N/A N/A 23 5 18700
- "Louisiana State University-Shreveport(In-State)" N/A N/A 36 5 19200
- "Louisiana State University-Shreveport(Out-of-State)" N/A N/A 36 5 19200
- "University of Holy Cross(Private)" N/A N/A 28 5 22400
- "Boston Architectural College(Private)" N/A N/A 17 6 23300
- "Cambridge College(Private)" N/A N/A 0 "" 38000
- "Indiana University-Northwest(Out-of-State)" N/A N/A 24 5 22100
- "Northeastern Illinois University(In-State)" N/A N/A 24 6 19900
- "Northeastern Illinois University(Out-of-State)" N/A N/A 24 6 19900
- "Calumet College of Saint Joseph(Private)" N/A N/A 25 4 23000
- "Indiana University-Kokomo(In-State)" N/A N/A 39 5 19600
- "Indiana University-Kokomo(Out-of-State)" N/A N/A 39 5 19600
- "Indiana University-Northwest(In-State)" N/A N/A 24 5 22100
- "University of Maryland-University College(In-State)" N/A N/A 10 5 24700
- "University of Maryland-University College(Out-of-State)" N/A N/A 10 5 24700
- "University of Baltimore(Out-of-State)" N/A N/A 36 5 22200
- "University of Baltimore(In-State)" N/A N/A 36 5 22200
- "University of Massachusetts-Boston(In-State)" N/A N/A 45 5 21500
- "University of Massachusetts-Boston(Out-of-State)" N/A N/A 45 5 21500
- "National Louis University(Private)" N/A N/A 30 5 14000
- "Metropolitan State University of Denver(In-State)" N/A N/A 27 5 21100
- "Metropolitan State University of Denver(Out-of-State)" N/A N/A 27 5 21100
- "Southern California Institute of Architecture(Private)" N/A N/A 29 6 22000
- "University of Colorado Denver/Anschutz Medical Campus(In-State)" N/A N/A 48 5 22000
- "University of Colorado Denver/Anschutz Medical Campus(Out-of-State)" N/A N/A 48 5 22000
- "Hodges University(Private)" N/A N/A 25 4 21700
- "Embry-Riddle Aeronautical University-Worldwide(Private)" N/A N/A 25 4 31600
- "University of South Florida-Sarasota-Manatee(In-State)" N/A N/A N/A "" 16700
- "University of South Florida-Sarasota-Manatee(Out-of-State)" N/A N/A N/A "" 16700
- "Polytechnic University of Puerto Rico-Miami(Private)" N/A N/A 25 4 N/A
- "Polytechnic University of Puerto Rico-Orlando(Private)" N/A N/A 14 6 14700
- "Shorter University-College of Adult & Professional Programs(Private)" N/A N/A 55 6 38000
- "University of Hawaii-West Oahu(In-State)" N/A N/A 14 5 18100
- "University of Hawaii-West Oahu(Out-of-State)" N/A N/A 14 5 18100
- "St Petersburg College(Out-of-State)" N/A N/A 28 "" 21200
- "Nazarene Bible College(Private)" N/A N/A 0 "" N/A
- "St Vincent's College(Private)" N/A N/A 75 "" 22000
- "University of the District of Columbia(In-State)" N/A N/A 13 4 22100
- "University of the District of Columbia(Out-of-State)" N/A N/A 13 4 22100
- "Wilmington University(Private)" N/A N/A 33 5 13000
- "Broward College(In-State)" N/A N/A 30 "" 12800
- "Broward College(Out-of-State)" N/A N/A 30 "" 12800
- "Florida State College at Jacksonville(In-State)" N/A N/A 37 "" 6800
- "Florida State College at Jacksonville(Out-of-State)" N/A N/A 37 "" 6800
- "Keiser University-Ft Lauderdale(Private)" N/A N/A 67 4 34700
- "Miami Dade College(In-State)" N/A N/A 30 "" 10500
- "Miami Dade College(Out-of-State)" N/A N/A 30 "" 10500
- "St Petersburg College(In-State)" N/A N/A 28 "" 21200
- "Franklin University(Private)" N/A N/A 12 5 29000
- "Union Institute & University(Private)" N/A N/A 7 5 24900
- "Marylhurst University(Private)" N/A N/A 22 5 15800
- "Pennsylvania State University-Penn State Brandywine(In-State)" N/A N/A 43 5 22900
- "Pennsylvania State University-Penn State Brandywine(Out-of-State)" N/A N/A 43 5 22900
- "Pennsylvania State University-Penn State Abington(In-State)" N/A N/A 47 5 24500
- "Pennsylvania State University-Penn State Abington(Out-of-State)" N/A N/A 47 5 24500
- "Peirce College(Private)" N/A N/A 21 "" 17900
- "Universidad Metropolitana(Private)" N/A N/A 31 5 12500
- "Inter American University of Puerto Rico-Metro(Private)" N/A N/A 36 5 14300
- "CUNY New York City College of Technology(In-State)" N/A N/A 16 5 17200
- "CUNY New York City College of Technology(Out-of-State)" N/A N/A 16 5 17200
- "CUNY York College(In-State)" N/A N/A 30 5 13400
- "CUNY York College(Out-of-State)" N/A N/A 30 5 13400
- "Inter American University of Puerto Rico-Bayamon(Private)" N/A N/A 30 6 12300
- "Saint Joseph's College-New York(Private)" N/A N/A 72 4 25200
- "SUNY Empire State College(In-State)" N/A N/A 22 5 31900
- "SUNY Empire State College(Out-of-State)" N/A N/A 22 5 31900
- "University of Puerto Rico-Humacao(In-State)" N/A N/A 48 5 8600
- "The King's University(Private)" N/A N/A 11 6 20500
- "Utah Valley University(In-State)" N/A N/A 29 6 21900
- "Utah Valley University(Out-of-State)" N/A N/A 29 6 21900
- "Western Governors University(Private)" N/A N/A 26 5 20900
- "Bellevue College(In-State)" N/A N/A 26 "" 23100
- "Bellevue College(Out-of-State)" N/A N/A 26 "" 23100
- "Heritage University(Private)" N/A N/A 17 6 20100
- "Bellin College(Private)" N/A N/A 54 4 37300
- "Bluefield State College(In-State)" N/A N/A 25 5 24500
- "Bluefield State College(Out-of-State)" N/A N/A 25 5 24500
- "West Virginia University at Parkersburg(In-State)" N/A N/A 33 5 6200
- "West Virginia University at Parkersburg(Out-of-State)" N/A N/A 33 5 6200
- "University of Puerto Rico-Mayaguez(In-State)" N/A N/A 45 6 12700
- "University of Puerto Rico-Mayaguez(Out-of-State)" N/A N/A 45 6 12700
- "Universidad Politecnica de Puerto Rico(Private)" N/A N/A 25 5 14100
- "Universidad Del Turabo(Private)" N/A N/A 26 6 11000
- "University of Puerto Rico-Humacao(Out-of-State)" N/A N/A 48 5 8600
- "New England Institute of Technology(Private)" N/A N/A 54 "" 43900
- "University of Houston-Downtown(In-State)" N/A N/A 16 6 19200
- "University of Houston-Downtown(Out-of-State)" N/A N/A 16 6 19200
- "CUNY Medgar Evers College(In-State)" N/A N/A 13 5 14300
- "Metropolitan State University(In-State)" N/A N/A 42 6 23200
- "Metropolitan State University(Out-of-State)" N/A N/A 42 6 23200
- "University of Maine at Augusta(In-State)" N/A N/A 12 5 23600
- "University of Maine at Augusta(Out-of-State)" N/A N/A 12 5 23600
- "Cleary University(Private)" N/A N/A 18 "" 23800
- "University of Michigan-Dearborn(In-State)" N/A N/A 54 5 21800
- "University of Michigan-Dearborn(Out-of-State)" N/A N/A 54 5 21800
- "CUNY Medgar Evers College(Out-of-State)" N/A N/A 13 5 14300
- "Bellevue University(Private)" N/A N/A 13 4 20700
- "Metropolitan College of New York(Private)" N/A N/A 25 4 32400
- "CUNY Brooklyn College(In-State)" N/A N/A 51 5 18500
- "CUNY Brooklyn College(Out-of-State)" N/A N/A 51 5 18500
- "Doane University-Graduate and Professional Studies(Private)" N/A N/A N/A "" 14000
- "University of New Hampshire at Manchester(In-State)" N/A N/A 55 4 27200
- "University of New Hampshire at Manchester(Out-of-State)" N/A N/A 55 4 27200
- "Granite State College(In-State)" N/A N/A 14 "" 19900
- "Granite State College(Out-of-State)" N/A N/A 14 "" 19900
- "Thomas Edison State University(In-State)" N/A N/A N/A "" N/A
- "Thomas Edison State University(Out-of-State)" N/A N/A N/A "" N/A
- "Art Center College of Design(Private)" N/A N/A 73 5 23800
- "Coleman University(Private)" N/A N/A 65 6 28500
- "Golden Gate University-San Francisco(Private)" N/A N/A N/A "" N/A
- "Humphreys College-Stockton and Modesto Campuses(Private)" N/A N/A 36 5 29400
- "National University(Private)" N/A N/A 38 5 40000
