"Trip.Seconds" Fare "Payment.Type"
480 9.75 "Credit Card"
600 7.5 Cash
300 6.25 "Credit Card"
1023 20 "Credit Card"
960 30.5 Cash
240 5.25 Cash
120 4 Cash
960 19.25 Cash
360 7.5 "Credit Card"
240 5.5 Cash
480 7.25 Cash
1380 32.75 "Credit Card"
660 8.5 Cash
180 5.25 "Credit Card"
240 5.75 Cash
360 7 Cash
960 19.5 "Credit Card"
420 6.75 Cash
600 14 "Credit Card"
720 14 "Credit Card"
360 8 Cash
759 14.75 Cash
420 6.75 "Credit Card"
463 6.75 Cash
300 14.25 Cash
1080 16.5 "Credit Card"
1315 43.25 "Credit Card"
387 6.5 "Credit Card"
360 6.5 "Credit Card"
240 5.25 Cash
540 8.5 "Credit Card"
1140 16 "Credit Card"
2580 71.5 "Credit Card"
60 3.5 Cash
420 6.75 Cash
360 6.25 Cash
600 11.25 "Credit Card"
420 7.25 "Credit Card"
285 5.5 Cash
240 4.5 Cash
2460 37 "Credit Card"
600 8.5 "Credit Card"
240 6 Cash
1320 43.5 "Credit Card"
360 7 "Credit Card"
1380 24 Cash
300 5.75 "Credit Card"
960 13.5 Cash
360 6 "Credit Card"
600 9.5 "Credit Card"
300 5.75 Cash
240 5.75 "Credit Card"
1268 39.75 "Credit Card"
420 7.25 "Credit Card"
517 7.75 Cash
300 6.5 Cash
600 9.75 Cash
60 4 Cash
720 13 Cash
1380 43.75 "Credit Card"
840 16.75 Cash
420 5.75 Cash
720 11.25 Cash
900 14.5 Cash
780 12 "Credit Card"
300 5.25 "Credit Card"
60 3.25 Cash
540 8.5 Cash
600 8.75 Cash
540 8 Cash
540 11 Cash
596 12 "Credit Card"
180 4.75 Cash
240 5.5 Cash
600 15.75 "Credit Card"
435 7 Cash
300 6 "Credit Card"
1384 43.5 "Credit Card"
1860 50 "Credit Card"
840 18.5 "Credit Card"
1380 30.75 "Credit Card"
240 5.25 "Credit Card"
240 5.25 Cash
480 8.25 "Credit Card"
1560 21.25 "Credit Card"
960 14.25 Cash
540 11.75 "Credit Card"
780 18.25 "Credit Card"
420 7 "Credit Card"
343 6.5 "Credit Card"
180 4.5 Cash
1320 40.5 "Credit Card"
1620 45.5 Cash
660 8.75 "Credit Card"
420 6.5 "Credit Card"
900 12 "Credit Card"
4080 26.25 Cash
780 25.75 Cash
180 4.75 Cash
189 5.75 Cash
480 6.75 "Credit Card"
960 15 "Credit Card"
591 14 "Credit Card"
240 6 Cash
240 5 "Credit Card"
240 5.25 "Credit Card"
540 12.75 "Credit Card"
300 6 Cash
240 5.5 "Credit Card"
660 12 Cash
1800 15.75 Cash
720 9.25 Cash
2280 15.75 Cash
60 3.75 "Credit Card"
240 5.75 Cash
300 5.5 Cash
360 6 Cash
1005 19.25 "Credit Card"
480 8 Cash
472 7.25 Cash
180 5 "Credit Card"
180 5 "Credit Card"
420 6.75 "Credit Card"
1320 31.75 "Credit Card"
360 7.25 "Credit Card"
660 12.5 "Credit Card"
660 13 Cash
1560 20.75 Cash
300 6 Cash
420 6.75 "Credit Card"
1140 22.5 "Credit Card"
906 18.5 Cash
600 9.75 Cash
780 17.25 Cash
660 9.25 Cash
300 5 Cash
300 6.75 "Credit Card"
780 13.5 "Credit Card"
1560 35 Cash
120 4.5 Cash
300 6 Cash
1500 43.5 "Credit Card"
480 7.75 "Credit Card"
240 6.25 "Credit Card"
480 7.25 Cash
540 9 "Credit Card"
600 13.75 "Credit Card"
1536 37.75 "Credit Card"
1320 44.75 "Credit Card"
1744 43.75 "Credit Card"
360 7.5 "Credit Card"
300 8.75 "Credit Card"
430 8 Cash
480 10.75 "Credit Card"
300 6.5 "Credit Card"
360 6 Cash
5040 120.25 Cash
120 4.25 "Credit Card"
240 5 Cash
380 7.25 "Credit Card"
28 3.25 Cash
1260 37.75 "Credit Card"
600 9.75 "Credit Card"
1320 43.5 "Credit Card"
480 11.75 "Credit Card"
480 7.5 "Credit Card"
218 5 Cash
540 7.75 "Credit Card"
1711 33.5 "Credit Card"
360 5.75 Cash
861 19 "Credit Card"
1500 34.75 "Credit Card"
420 6.25 Cash
660 9 Cash
360 6 Cash
360 7.25 Cash
300 6.5 Cash
201 5.25 "Credit Card"
540 8.5 Cash
1620 42.25 Cash
300 6.25 "Credit Card"
1080 21.25 Cash
436 7.25 "Credit Card"
360 10.25 "Credit Card"
300 6.25 Cash
1560 44.5 "Credit Card"
960 18.5 Cash
511 10.75 Cash
375 7.25 "Credit Card"
600 9.75 "Credit Card"
1440 43.25 "Credit Card"
300 5.5 Cash
480 7.5 Cash
300 6.25 Cash
480 6.5 "Credit Card"
420 7.25 Cash
360 6.5 "Credit Card"
720 13.5 "Credit Card"
480 7.5 Cash
360 6.25 "Credit Card"
293 6.5 "Credit Card"
300 6 Cash
1317 34.25 "Credit Card"
439 8.25 Cash
180 4.75 "Credit Card"
1200 25.5 "Credit Card"
720 11 "Credit Card"
180 5 Cash
180 5.25 Cash
660 14.75 Cash
840 12.5 "Credit Card"
540 10.75 "Credit Card"
1080 14.25 "Credit Card"
420 7.5 "Credit Card"
600 13 Cash
1620 42.25 Cash
130 4.75 "Credit Card"
180 4.25 "Credit Card"
240 5.25 "Credit Card"
1080 13.25 "Credit Card"
1020 15.5 Cash
540 6.75 Cash
300 5.25 Cash
480 9.5 "Credit Card"
300 5.25 "Credit Card"
360 6.25 Cash
1320 42.75 "Credit Card"
120 4 Cash
60 3.25 Cash
720 16.5 Cash
1440 46.25 "Credit Card"
1440 45.25 Cash
180 4.75 Cash
480 7 Cash
1320 44 "Credit Card"
300 5.5 "Credit Card"
120 4.5 Cash
960 19 "Credit Card"
1320 42.25 "Credit Card"
720 11 "Credit Card"
660 18.25 "Credit Card"
600 9.5 Cash
2280 65.5 Cash
660 11.25 "Credit Card"
284 5.5 Cash
660 9.25 Cash
420 6.25 "Credit Card"
240 5.25 Cash
1080 14.75 Cash
180 4 Cash
447 7.5 Cash
480 7.25 "Credit Card"
278 5 Cash
540 12.75 "Credit Card"
252 6.75 "Credit Card"
780 19 "Credit Card"
5040 42.75 Cash
600 9 Cash
3540 94 Cash
360 7.5 "Credit Card"
480 9 "Credit Card"
1767 36.25 Cash
60 45.75 "Credit Card"
720 15.75 Cash
840 14.75 "Credit Card"
540 8.25 Cash
900 22 Cash
480 8 Cash
240 6 Cash
480 6.25 "Credit Card"
480 10 Cash
1440 43 "Credit Card"
600 10 Cash
203 4.75 Cash
360 7.5 Cash
780 18.5 "Credit Card"
2400 29.75 Cash
600 9.25 "Credit Card"
1920 37.75 Cash
300 6.5 Cash
180 4.5 Cash
360 6.25 "Credit Card"
1320 16.75 "Credit Card"
600 8 Cash
420 7.25 Cash
540 11.75 Cash
540 10.75 "Credit Card"
1340 34 "Credit Card"
398 7.25 "Credit Card"
540 7.75 Cash
869 11.25 "Credit Card"
300 6.25 Cash
191 4.75 "Credit Card"
240 6.25 Cash
1219 42.5 "Credit Card"
480 7.25 "Credit Card"
660 10.5 "Credit Card"
780 16.25 "Credit Card"
731 10.25 Cash
600 9.25 "Credit Card"
120 4.75 Cash
900 16.5 "Credit Card"
360 6.75 "Credit Card"
660 11.25 Cash
494 9.5 Cash
1740 55.5 Cash
600 9.5 Cash
240 5.25 "Credit Card"
333 7.75 Cash
283 5.75 "Credit Card"
300 6 Cash
1381 43 "Credit Card"
300 6 "Credit Card"
2100 65.75 "Credit Card"
480 8.25 "Credit Card"
540 10 Cash
360 6 "Credit Card"
240 5.25 "Credit Card"
300 5.5 "Credit Card"
240 5.75 "Credit Card"
240 5.5 Cash
848 17.75 "Credit Card"
900 17.25 Cash
600 10.5 Cash
840 12 Cash
1860 37.25 "Credit Card"
600 11.25 "Credit Card"
499 8 Cash
300 6 Cash
420 10.25 Cash
420 7.75 "Credit Card"
480 7.5 Cash
2100 66 "Credit Card"
300 6 Cash
780 11.25 Cash
1320 29.25 "Credit Card"
420 6.5 "Credit Card"
1200 22 Cash
960 21.5 "Credit Card"
600 13.75 "Credit Card"
215 5 "Credit Card"
420 7.75 Cash
1680 37 Cash
720 12.5 "Credit Card"
360 7 Cash
1020 12 Cash
831 10.75 "Credit Card"
600 11.25 "Credit Card"
240 5.25 Cash
775 11.75 Cash
360 6.75 Cash
403 6.75 "Credit Card"
540 10 Cash
540 8.5 "Credit Card"
660 9 Cash
420 7.25 "Credit Card"
600 8 Cash
1440 34.25 Cash
2100 26.75 "Credit Card"
720 9.75 "Credit Card"
360 6.25 Cash
646 9.75 "Credit Card"
900 16.25 "Credit Card"
1500 32 "Credit Card"
480 8.5 Cash
840 19.25 "Credit Card"
540 8.75 "Credit Card"
900 22 Cash
360 6.75 "Credit Card"
1020 13.75 "Credit Card"
358 6.5 "Credit Card"
180 4.5 Cash
300 6 "Credit Card"
540 13.25 "Credit Card"
1620 43.25 "Credit Card"
1440 42.25 "Credit Card"
1069 19.25 Cash
1543 30 Cash
480 7.5 "Credit Card"
540 8.75 Cash
1200 36.5 "Credit Card"
300 6 Cash
540 8.75 Cash
1320 28 Cash
660 10.75 Cash
900 15.75 "Credit Card"
540 8.5 Cash
1860 23.25 Cash
420 6.75 Cash
600 10.25 Cash
360 6.25 "Credit Card"
600 9 "Credit Card"
600 12.25 Cash
240 5.25 Cash
180 5 Cash
1200 21.25 Cash
720 12.5 "Credit Card"
140 4.75 "Credit Card"
780 16.75 "Credit Card"
425 7.25 "Credit Card"
1140 29 Cash
840 20.75 Cash
540 8.5 Cash
120 4.75 Cash
420 6.75 Cash
1080 15 "Credit Card"
1140 15.5 "Credit Card"
1320 40.75 "Credit Card"
600 9 Cash
840 12.5 "Credit Card"
360 9 Cash
1080 20 Cash
300 6.25 "Credit Card"
600 8 Cash
600 10.25 "Credit Card"
60 3.25 Cash
540 8 "Credit Card"
2040 29.75 Cash
780 15.5 "Credit Card"
420 5.75 Cash
214 5.25 Cash
180 4.5 Cash
480 12 "Credit Card"
660 7.5 Cash
1260 40.25 "Credit Card"
120 4.5 "Credit Card"
480 8 "Credit Card"
420 7 "Credit Card"
360 6.75 Cash
420 7.25 "Credit Card"
1620 33.75 "Credit Card"
1380 40.75 "Credit Card"
561 8 "Credit Card"
2916 52.75 Cash
600 8.5 Cash
900 15.75 Cash
480 11.5 "Credit Card"
1200 25.5 Cash
480 8.5 "Credit Card"
540 7.5 Cash
1200 30.5 Cash
1860 52 Cash
780 17.5 "Credit Card"
480 7.25 "Credit Card"
1307 16.75 "Credit Card"
120 5.25 Cash
660 9.5 Cash
709 11.25 Cash
1200 22.75 Cash
300 5.75 Cash
180 4.5 "Credit Card"
238 5 Cash
600 11 "Credit Card"
1320 40 "Credit Card"
300 6.25 Cash
441 7.5 Cash
240 5.25 "Credit Card"
720 13.75 "Credit Card"
420 5.75 Cash
180 4.75 "Credit Card"
2100 43.25 "Credit Card"
840 21.25 "Credit Card"
420 9 Cash
420 7.25 Cash
600 9.25 Cash
180 5.5 "Credit Card"
1080 14 "Credit Card"
420 6.5 Cash
600 9 Cash
950 18.25 "Credit Card"
900 16.5 "Credit Card"
360 7.25 Cash
420 6.25 "Credit Card"
180 4.75 "Credit Card"
255 6.5 "Credit Card"
120 5.25 Cash
420 7.25 Cash
660 11.25 "Credit Card"
2263 62 "Credit Card"
780 9.25 Cash
480 7.75 Cash
360 5.5 Cash
840 10.5 "Credit Card"
2520 59.25 "Credit Card"
360 5.5 Cash
180 5 Cash
2640 26.25 Cash
2340 34.75 Cash
420 7.75 Cash
480 9 Cash
360 5.75 "Credit Card"
392 6.5 "Credit Card"
720 12.5 Cash
480 8 Cash
540 10.25 Cash
540 14 Cash
900 12 "Credit Card"
540 9 Cash
1320 44 "Credit Card"
360 6 Cash
1020 27.25 "Credit Card"
360 6.25 Cash
1500 50 "Credit Card"
180 4.75 Cash
180 5.5 "Credit Card"
300 7 "Credit Card"
589 10.5 "Credit Card"
300 5.5 "Credit Card"
156 4.5 "Credit Card"
180 4.75 Cash
540 13.25 "Credit Card"
1800 43.5 "Credit Card"
180 4.75 Cash
600 13.5 Cash
393 7.5 "Credit Card"
1926 52.25 Cash
120 4 Cash
571 10 "Credit Card"
840 12.5 Cash
780 14 "Credit Card"
766 10.75 Cash
600 8.25 Cash
540 8.75 Cash
1320 22.5 "Credit Card"
960 14.25 Cash
420 6.25 "Credit Card"
1320 24 "Credit Card"
300 5.25 "Credit Card"
540 8.75 Cash
780 10.75 "Credit Card"
240 5.5 "Credit Card"
540 8.75 Cash
515 7 "Credit Card"
1500 34.25 Cash
1620 37 "Credit Card"
300 6.5 "Credit Card"
1380 29.5 "Credit Card"
1800 25.5 Cash
1520 44.75 "Credit Card"
480 7.75 Cash
360 5.75 Cash
2220 26.5 Cash
300 6.25 "Credit Card"
1523 45 "Credit Card"
180 4.5 "Credit Card"
660 7.75 Cash
420 8.5 Cash
120 4.25 Cash
593 8.75 "Credit Card"
300 5.5 "Credit Card"
1380 42.5 "Credit Card"
205 4.75 Cash
1391 43 "Credit Card"
1557 45.25 "Credit Card"
180 5 Cash
300 5.25 "Credit Card"
420 5.75 Cash
900 16.75 "Credit Card"
180 5 Cash
815 12.25 Cash
300 9.5 Cash
1800 45 "Credit Card"
1572 51.5 "Credit Card"
360 6 Cash
360 8.25 Cash
300 6.25 Cash
900 14.5 "Credit Card"
480 7.75 Cash
797 18.25 "Credit Card"
1980 36.5 "Credit Card"
660 12.75 Cash
780 16.25 "Credit Card"
1500 43.75 "Credit Card"
540 8 Cash
300 6.25 "Credit Card"
540 6.75 Cash
240 5.75 "Credit Card"
600 14.75 "Credit Card"
540 7.75 Cash
720 10 "Credit Card"
420 6.75 Cash
420 7 "Credit Card"
720 14.5 "Credit Card"
180 5.25 "Credit Card"
360 6.75 Cash
1560 42.75 "Credit Card"
1380 42 "Credit Card"
540 7.5 "Credit Card"
780 10.5 "Credit Card"
360 6.25 Cash
180 5 Cash
420 8 Cash
300 5.75 Cash
300 5.5 "Credit Card"
1740 39.25 Cash
300 6.25 Cash
360 7 Cash
360 6.5 "Credit Card"
780 10 Cash
825 17 "Credit Card"
120 4.25 Cash
1980 34 "Credit Card"
420 6 "Credit Card"
360 6 "Credit Card"
1920 40 "Credit Card"
420 6.25 Cash
240 6 Cash
960 17.75 Cash
900 18.5 "Credit Card"
420 7.25 "Credit Card"
1020 22 Cash
240 5.25 "Credit Card"
300 5.25 Cash
517 11.25 "Credit Card"
180 5.5 "Credit Card"
60 3.75 Cash
455 7.75 Cash
1320 32 "Credit Card"
550 7 Cash
900 16.25 "Credit Card"
300 5.5 Cash
360 7.5 "Credit Card"
1560 42.25 "Credit Card"
240 6 "Credit Card"
660 10.75 "Credit Card"
420 7.75 Cash
480 12.5 "Credit Card"
660 13.25 Cash
180 4.75 Cash
1320 43.25 "Credit Card"
360 6.25 Cash
300 5 "Credit Card"
1740 42 "Credit Card"
660 10.5 Cash
540 7.5 Cash
480 6.75 Cash
960 15.5 Cash
420 6.5 Cash
960 14.5 Cash
1740 43.75 Cash
480 9.25 Cash
1620 42.25 "Credit Card"
300 5.75 "Credit Card"
720 10 Cash
1920 44 "Credit Card"
2100 58 "Credit Card"
1440 32.75 "Credit Card"
480 8.25 Cash
600 10.25 Cash
240 5.25 Cash
1015 17.5 Cash
600 8.75 Cash
960 27.25 "Credit Card"
240 5.25 "Credit Card"
360 6.5 "Credit Card"
1320 22 Cash
780 9.5 "Credit Card"
480 7.25 "Credit Card"
2280 50.25 "Credit Card"
360 6 Cash
540 10 Cash
900 12.75 "Credit Card"
754 15.25 "Credit Card"
360 9.75 Cash
360 6.75 Cash
540 9.25 "Credit Card"
300 5.75 "Credit Card"
660 18.75 Cash
420 7 "Credit Card"
542 13.25 "Credit Card"
540 8.25 "Credit Card"
2160 38.5 "Credit Card"
720 12 "Credit Card"
1620 42.75 "Credit Card"
1800 43 "Credit Card"
426 7.5 "Credit Card"
12 3.25 Cash
300 6 Cash
480 8 "Credit Card"
1380 22.5 Cash
300 6.25 Cash
681 13.75 Cash
480 8.75 "Credit Card"
935 25.25 "Credit Card"
360 6.25 Cash
540 8.75 Cash
753 10 Cash
840 10.5 Cash
480 7.75 Cash
1020 14 "Credit Card"
540 8.5 Cash
720 12 Cash
300 6.75 Cash
240 5.5 "Credit Card"
1500 45.25 "Credit Card"
360 7.5 "Credit Card"
1020 18 "Credit Card"
300 5.25 Cash
1005 23 Cash
387 7 Cash
1500 17.5 Cash
600 12.25 Cash
900 13 "Credit Card"
960 21.25 Cash
1740 41.25 "Credit Card"
780 13.25 "Credit Card"
240 5.75 "Credit Card"
1500 32.25 "Credit Card"
420 6.5 Cash
2100 26.75 Cash
660 13.75 "Credit Card"
920 19.5 "Credit Card"
300 6.5 "Credit Card"
540 8.25 "Credit Card"
911 11.75 Cash
1500 41.5 "Credit Card"
1140 20.25 "Credit Card"
1080 14.25 Cash
1020 22 Cash
196 5.25 Cash
720 11.25 Cash
360 7.25 Cash
360 7 "Credit Card"
1363 21.5 "Credit Card"
660 11 Cash
480 8 "Credit Card"
300 5.5 Cash
60 4 Cash
272 5.75 "Credit Card"
1740 45.75 "Credit Card"
1260 22 "Credit Card"
1560 33 "Credit Card"
480 8.5 "Credit Card"
1500 36.75 "Credit Card"
1320 43 "Credit Card"
1740 43.25 "Credit Card"
780 9.5 "Credit Card"
561 8.25 "Credit Card"
300 5.75 Cash
1476 44.5 "Credit Card"
900 14.25 Cash
240 5.25 Cash
3000 98.5 "Credit Card"
455 7.25 Cash
660 9 Cash
240 5.75 Cash
480 10.75 Cash
600 11 Cash
1320 35.5 "Credit Card"
900 19.5 Cash
690 9.25 "Credit Card"
3480 85.5 "Credit Card"
300 5.25 Cash
300 6 Cash
720 11.25 "Credit Card"
540 8 "Credit Card"
180 5.75 Cash
960 19 Cash
480 8.75 "Credit Card"
840 14 "Credit Card"
420 7.25 "Credit Card"
1260 42.25 "Credit Card"
1440 44 "Credit Card"
360 5.75 Cash
240 5 "Credit Card"
600 9.75 "Credit Card"
1020 18 "Credit Card"
1140 32.5 "Credit Card"
180 5.75 Cash
420 9.75 "Credit Card"
1260 35.5 "Credit Card"
240 5.25 "Credit Card"
360 6.75 Cash
2460 50 "Credit Card"
1800 41.75 Cash
420 6.75 Cash
1800 35.25 "Credit Card"
420 7.75 "Credit Card"
300 5.75 "Credit Card"
600 8.5 Cash
900 17.25 "Credit Card"
120 4.25 Cash
360 8 "Credit Card"
420 12.5 "Credit Card"
240 4.75 Cash
1500 42.75 "Credit Card"
180 5.5 Cash
540 9 "Credit Card"
1020 19.25 "Credit Card"
1560 22 Cash
480 8 "Credit Card"
660 13.5 "Credit Card"
360 6.75 "Credit Card"
240 5.75 Cash
540 8 "Credit Card"
1020 24.75 Cash
1560 42.75 "Credit Card"
720 10 Cash
290 5.75 "Credit Card"
2640 75 "Credit Card"
420 6.75 "Credit Card"
284 5.5 "Credit Card"
660 11.5 "Credit Card"
1740 38.75 "Credit Card"
240 5.5 Cash
1920 37.25 Cash
420 6.75 "Credit Card"
720 12.75 "Credit Card"
600 9 "Credit Card"
360 6.75 Cash
1500 41.5 Cash
300 5.75 Cash
1080 13.75 Cash
1440 23.25 "Credit Card"
300 5.5 Cash
240 5.5 Cash
660 9.75 Cash
540 7.75 Cash
180 3.25 Cash
540 8.75 Cash
420 6.25 Cash
1080 21.5 Cash
180 4.75 Cash
2400 64.5 "Credit Card"
300 5.75 Cash
540 10.75 "Credit Card"
480 10.75 Cash
300 5.5 Cash
120 4.5 Cash
240 4.75 Cash
480 8.25 "Credit Card"
420 7.25 "Credit Card"
274 5.5 Cash
240 5.5 Cash
120 4.25 Cash
780 11.5 Cash
780 11 "Credit Card"
540 8.5 "Credit Card"
720 10.25 "Credit Card"
1620 39 "Credit Card"
540 8.75 Cash
435 7.75 "Credit Card"
1620 42.25 Cash
1256 16.25 Cash
1080 26.75 "Credit Card"
583 9 "Credit Card"
420 11 "Credit Card"
180 5.5 Cash
1659 58.5 "Credit Card"
1860 21.5 "Credit Card"
360 5.75 "Credit Card"
60 4 Cash
540 8 "Credit Card"
480 7 Cash
480 8 Cash
420 8.25 Cash
1560 42 "Credit Card"
840 17.75 Cash
240 5.5 Cash
508 9 "Credit Card"
900 12.5 Cash
240 6 "Credit Card"
3660 34.5 "Credit Card"
660 11.5 Cash
300 5.75 "Credit Card"
300 5 Cash
780 11.5 "Credit Card"
540 9.75 Cash
321 6 "Credit Card"
960 13.25 "Credit Card"
1495 44 "Credit Card"
180 4.5 "Credit Card"
840 19 Cash
300 5.5 "Credit Card"
1260 35.5 "Credit Card"
285 6.5 Cash
642 14.75 Cash
315 6.25 "Credit Card"
240 5.25 Cash
600 13 "Credit Card"
888 11.5 Cash
300 6.5 Cash
420 6.75 Cash
720 10.25 "Credit Card"
720 13 "Credit Card"
720 11 "Credit Card"
540 14.75 "Credit Card"
507 7.75 "Credit Card"
720 9.25 "Credit Card"
480 8.25 Cash
1200 19.25 Cash
1260 22.75 Cash
600 17.5 Cash
720 14 "Credit Card"
120 3.25 Cash
725 12.75 Cash
360 7 Cash
480 8 "Credit Card"
360 5.5 Cash
1680 48.75 "Credit Card"
1620 32.75 "Credit Card"
480 12 "Credit Card"
480 7.5 Cash
360 6 Cash
720 9.5 Cash
562 9 Cash
600 7.5 Cash
420 7.75 Cash
960 15 Cash
480 8 "Credit Card"
1860 53 "Credit Card"
720 16 Cash
1140 28.25 "Credit Card"
660 12.25 Cash
60 3.25 "Credit Card"
153 4.25 Cash
600 9.75 "Credit Card"
480 8 Cash
360 7.25 "Credit Card"
540 8.75 Cash
360 6.75 "Credit Card"
900 15.25 "Credit Card"
1620 45 "Credit Card"
720 12.5 Cash
408 7 "Credit Card"
600 8 Cash
360 7.25 Cash
1140 31.5 Cash
420 6.75 Cash
720 10.25 "Credit Card"
480 8.25 "Credit Card"
1320 15.5 Cash
420 6.25 "Credit Card"
180 4.75 "Credit Card"
600 9 Cash
780 15.25 "Credit Card"
540 9.25 Cash
780 10.5 "Credit Card"
300 5.5 Cash
240 5.25 "Credit Card"
660 13.25 "Credit Card"
300 6.25 Cash
420 7.75 "Credit Card"
660 15.5 Cash
600 8.5 "Credit Card"
840 21.75 Cash
300 3.25 "Credit Card"
540 12.5 "Credit Card"
1320 33.75 "Credit Card"
240 4.75 "Credit Card"
120 4 Cash
260 4.75 Cash
420 6.75 Cash
360 6 "Credit Card"
480 8.25 "Credit Card"
480 7.75 "Credit Card"
600 13 "Credit Card"
170 4.5 "Credit Card"
60 3.25 Cash
360 6.25 "Credit Card"
733 13.25 Cash
300 6.25 "Credit Card"
1800 43 "Credit Card"
772 17 "Credit Card"
600 9 Cash
660 10.25 Cash
303 5.75 Cash
240 5.25 Cash
180 4.75 Cash
540 8.25 "Credit Card"
420 7 "Credit Card"
780 10.25 Cash
284 5.5 Cash
480 7.75 "Credit Card"
240 5 Cash
575 10.25 "Credit Card"
1440 20.5 Cash
480 8.5 Cash
300 6.25 Cash
1800 44.5 "Credit Card"
540 7.25 Cash
300 6.75 "Credit Card"
5259 15 Cash
315 6 Cash
540 7.5 Cash
19 3.25 Cash
240 5.25 "Credit Card"
480 7.5 Cash
60 3.25 Cash
240 5 Cash
337 5.5 Cash
600 12.5 Cash
2460 24 "Credit Card"
300 6 "Credit Card"
480 8.75 Cash
900 10.75 Cash
840 17.25 Cash
660 8.25 "Credit Card"
660 14 "Credit Card"
1278 15 Cash
480 8.25 "Credit Card"
600 8.25 "Credit Card"
120 4.25 Cash
577 10.75 "Credit Card"
480 8 Cash
300 5.5 "Credit Card"
1020 14.5 Cash
1080 15.5 Cash
900 22.25 "Credit Card"
600 12.75 Cash
480 7 Cash
1216 27 "Credit Card"
1680 42.5 "Credit Card"
300 5.25 Cash
1860 43.75 "Credit Card"
600 9.75 "Credit Card"
420 7 Cash
420 5.25 Cash
840 15 Cash
540 10.5 "Credit Card"
1860 43.75 "Credit Card"
1560 42.25 "Credit Card"
420 7.75 "Credit Card"
660 15.5 "Credit Card"
579 8.5 "Credit Card"
360 7.25 "Credit Card"
180 4.75 "Credit Card"
321 6.25 Cash
240 5.25 "Credit Card"
180 4.5 Cash
1200 21.5 "Credit Card"
360 6.25 "Credit Card"
1440 42.25 "Credit Card"
300 6 Cash
180 5 Cash
660 8.25 Cash
540 7.5 Cash
660 10.25 Cash
1161 19 "Credit Card"
240 5.5 "Credit Card"
660 9.75 "Credit Card"
660 7.75 Cash
360 6.25 "Credit Card"
268 6.25 "Credit Card"
360 6 Cash
1560 39.25 "Credit Card"
1500 22.5 "Credit Card"
480 8 "Credit Card"
1980 38.25 "Credit Card"
480 7.25 Cash
300 5.75 Cash
454 6.75 Cash
360 5.5 Cash
1200 17 Cash
420 8 Cash
960 22.5 Cash
1920 39 "Credit Card"
240 5 "Credit Card"
540 11 Cash
1800 43.75 "Credit Card"
591 9.25 "Credit Card"
9177 38 Cash
420 7.25 Cash
480 7.25 "Credit Card"
240 5.75 "Credit Card"
1372 44 "Credit Card"
300 7.25 Cash
1620 24.25 Cash
480 6.75 Cash
420 8.5 "Credit Card"
240 5.5 "Credit Card"
420 6.25 Cash
240 4.75 Cash
600 9.75 Cash
360 6 "Credit Card"
720 11.5 Cash
60 3.25 Cash
300 5.25 Cash
60 3.25 Cash
420 7 Cash
600 12.5 "Credit Card"
360 6.5 Cash
360 6.75 Cash
360 7 "Credit Card"
540 8 Cash
420 7.5 Cash
180 4.75 "Credit Card"
199 4.5 Cash
2460 20.75 Cash
120 4.5 Cash
240 5 "Credit Card"
360 6.5 Cash
360 6.5 "Credit Card"
660 9.5 "Credit Card"
660 9.75 Cash
720 13 "Credit Card"
570 8 Cash
600 8.25 Cash
1860 44.25 "Credit Card"
2400 29.25 "Credit Card"
360 6.75 "Credit Card"
796 13 Cash
540 10.75 "Credit Card"
2526 29.25 Cash
360 5.75 Cash
900 10 Cash
1080 22 Cash
1320 43.25 "Credit Card"
360 7.75 Cash
660 11.25 "Credit Card"
120 4.25 "Credit Card"
300 5.75 "Credit Card"
120 4.25 Cash
764 13.25 "Credit Card"
1740 55.75 "Credit Card"
360 6.5 Cash
346 6 "Credit Card"
540 7.75 Cash
1440 33.25 "Credit Card"
240 4.75 Cash
1440 40.75 "Credit Card"
282 6.25 Cash
1920 26.75 Cash
720 16.75 "Credit Card"
600 7.75 "Credit Card"
480 7.25 "Credit Card"
840 10.5 Cash
540 7.75 "Credit Card"
488 7.5 "Credit Card"
237 5.5 Cash
505 8.5 Cash
300 6 Cash
214 5.25 "Credit Card"
240 5 "Credit Card"
1440 33 "Credit Card"
1020 18.75 "Credit Card"
300 8.25 Cash
1380 33.25 Cash
420 7.25 "Credit Card"
360 6.25 "Credit Card"
1260 21 Cash
360 6.5 Cash
1680 43 Cash
480 7.75 "Credit Card"
480 8.25 Cash
1680 43.25 "Credit Card"
375 6.5 "Credit Card"
780 15 "Credit Card"
540 8.5 "Credit Card"
600 10.25 Cash
660 10 Cash
360 7 "Credit Card"
848 13.25 "Credit Card"
420 7.25 "Credit Card"
480 11.75 "Credit Card"
420 7.75 "Credit Card"
540 10.5 Cash
2100 42.25 Cash
480 9.25 "Credit Card"
240 5.5 Cash
306 6.5 "Credit Card"
1800 44.5 "Credit Card"
7680 6.75 Cash
1080 14 "Credit Card"
720 21 Cash
720 21.5 Cash
480 7.5 "Credit Card"
198 5 Cash
720 10 Cash
420 6.75 "Credit Card"
240 4.5 Cash
660 8.75 "Credit Card"
300 5.5 Cash
2220 47.5 "Credit Card"
600 10.75 "Credit Card"
540 9.75 Cash
800 15.75 "Credit Card"
180 4.25 "Credit Card"
420 7.25 "Credit Card"
300 6 "Credit Card"
840 11.25 Cash
1440 14 "Credit Card"
180 5 "Credit Card"
540 8.25 Cash
300 25.75 Cash
600 9.25 "Credit Card"
840 13 Cash
960 13.75 "Credit Card"
